otus	phylum
OTU_2716	p:Firmicutes
OTU_2717	unknown
OTU_2718	p:Firmicutes
OTU_2719	p:Firmicutes
OTU_2720	"p:""Proteobacteria"""
OTU_2721	"p:""Proteobacteria"""
OTU_2722	unknown
OTU_2724	p:Firmicutes
OTU_2723	unknown
OTU_2725	p:Firmicutes
OTU_2726	p:Firmicutes
OTU_2727	unknown
OTU_2729	p:Firmicutes
OTU_2730	p:Firmicutes
OTU_2728	p:Firmicutes
OTU_2732	unknown
OTU_2731	p:Firmicutes
OTU_2733	p:Firmicutes
OTU_2734	unknown
OTU_2735	unknown
OTU_2737	p:Firmicutes
OTU_2736	p:Firmicutes
OTU_2739	"p:""Bacteroidetes"""
OTU_2738	"p:""Tenericutes"""
OTU_2740	p:Firmicutes
OTU_2741	"p:""Bacteroidetes"""
OTU_2742	"p:""Bacteroidetes"""
OTU_2743	Other
OTU_2744	p:Firmicutes
OTU_2745	unknown
OTU_2746	unknown
OTU_2747	"p:""Actinobacteria"""
OTU_2749	unknown
OTU_2748	p:Firmicutes
OTU_2750	p:Firmicutes
OTU_2754	unknown
OTU_2751	unknown
OTU_2752	p:Firmicutes
OTU_2753	p:Firmicutes
OTU_2755	p:Firmicutes
OTU_2758	p:Firmicutes
OTU_2756	p:Firmicutes
OTU_2757	unknown
OTU_2759	p:Firmicutes
OTU_2762	unknown
OTU_2760	unknown
OTU_2761	p:Firmicutes
OTU_2765	p:Firmicutes
OTU_2764	p:Firmicutes
OTU_2763	unknown
OTU_2766	unknown
OTU_2767	"p:""Bacteroidetes"""
OTU_2769	"p:""Bacteroidetes"""
OTU_2768	unknown
OTU_2771	"p:""Bacteroidetes"""
OTU_2772	"p:""Bacteroidetes"""
OTU_2770	p:Firmicutes
OTU_2773	p:Firmicutes
OTU_2775	p:Firmicutes
OTU_2774	p:Firmicutes
OTU_2776	unknown
OTU_2777	unknown
OTU_2778	"p:""Proteobacteria"""
OTU_2779	"p:""Proteobacteria"""
OTU_2781	unknown
OTU_2782	p:Firmicutes
OTU_2783	p:Firmicutes
OTU_2780	p:Firmicutes
OTU_2784	unknown
OTU_2785	p:Firmicutes
OTU_2786	p:Firmicutes
OTU_2787	p:Firmicutes
OTU_2788	p:Firmicutes
OTU_2790	p:Firmicutes
OTU_2789	unknown
OTU_2791	unknown
OTU_2792	unknown
OTU_2793	p:Firmicutes
OTU_2794	p:Firmicutes
OTU_2795	p:Firmicutes
OTU_2796	p:Firmicutes
OTU_2797	p:Firmicutes
OTU_2798	"p:""Proteobacteria"""
OTU_2802	"p:""Bacteroidetes"""
OTU_2800	unknown
OTU_2799	unknown
OTU_2801	p:Firmicutes
OTU_2803	"p:""Bacteroidetes"""
OTU_2805	"p:""Bacteroidetes"""
OTU_2804	Other
OTU_2806	"p:""Actinobacteria"""
OTU_2807	p:Firmicutes
OTU_2808	p:Firmicutes
OTU_2809	"p:""Actinobacteria"""
OTU_2810	p:Firmicutes
OTU_2811	"p:""Proteobacteria"""
OTU_2815	"p:""Bacteroidetes"""
OTU_2812	"p:""Tenericutes"""
OTU_2814	p:Firmicutes
OTU_2813	p:Firmicutes
OTU_2816	p:Firmicutes
OTU_2817	unknown
OTU_2819	"p:""Proteobacteria"""
OTU_2818	p:Firmicutes
OTU_2820	unknown
OTU_2823	p:Firmicutes
OTU_2822	unknown
OTU_2821	p:Firmicutes
OTU_2824	unknown
OTU_2825	p:Firmicutes
OTU_2826	unknown
OTU_2827	p:Firmicutes
OTU_2828	"p:""Actinobacteria"""
OTU_2829	p:Firmicutes
OTU_2830	p:Firmicutes
OTU_2831	p:Firmicutes
OTU_2832	p:Firmicutes
OTU_2833	p:Firmicutes
OTU_2834	p:Firmicutes
OTU_2836	"p:""Actinobacteria"""
OTU_2835	"p:""Spirochaetes"""
OTU_2838	unknown
OTU_2837	p:Firmicutes
OTU_2839	p:Firmicutes
OTU_2840	unknown
OTU_2841	p:Firmicutes
OTU_2842	unknown
OTU_2843	"p:""Bacteroidetes"""
OTU_2845	"p:""Proteobacteria"""
OTU_2844	unknown
OTU_2846	p:Firmicutes
OTU_2847	p:Firmicutes
OTU_2848	unknown
OTU_2851	"p:""Spirochaetes"""
OTU_2850	p:Firmicutes
OTU_2849	unknown
OTU_2852	p:Firmicutes
OTU_2853	p:Firmicutes
OTU_2854	unknown
OTU_2855	p:Firmicutes
OTU_2858	unknown
OTU_2856	unknown
OTU_2857	"p:""Proteobacteria"""
OTU_2860	"p:""Bacteroidetes"""
OTU_2859	unknown
OTU_2862	p:Firmicutes
OTU_2861	p:Firmicutes
OTU_2863	"p:""Proteobacteria"""
OTU_2865	unknown
OTU_2866	unknown
OTU_2864	p:Firmicutes
OTU_2867	unknown
OTU_2868	unknown
OTU_2871	"p:""Bacteroidetes"""
OTU_2869	unknown
OTU_2870	unknown
OTU_2872	"p:""Proteobacteria"""
OTU_2873	p:Firmicutes
OTU_2874	p:Firmicutes
OTU_2875	"p:""Proteobacteria"""
OTU_2876	p:Firmicutes
OTU_2877	unknown
OTU_2878	"p:""Bacteroidetes"""
OTU_2879	p:Firmicutes
OTU_2881	"p:""Bacteroidetes"""
OTU_2880	unknown
OTU_2882	p:Firmicutes
OTU_2884	"p:""Bacteroidetes"""
OTU_2883	p:Firmicutes
OTU_2885	p:Firmicutes
OTU_2886	"p:""Proteobacteria"""
OTU_2887	unknown
OTU_2889	p:Firmicutes
OTU_2890	unknown
OTU_2888	unknown
OTU_2891	p:Firmicutes
OTU_2892	p:Firmicutes
OTU_2895	p:Firmicutes
OTU_2893	"p:""Proteobacteria"""
OTU_2894	unknown
OTU_2896	"p:""Bacteroidetes"""
OTU_2897	"p:""Bacteroidetes"""
OTU_2898	unknown
OTU_2899	p:Firmicutes
OTU_2900	unknown
OTU_2901	"p:""Tenericutes"""
OTU_2902	unknown
OTU_2903	"p:""Bacteroidetes"""
OTU_2905	p:Firmicutes
OTU_2904	unknown
OTU_2906	p:Firmicutes
OTU_2909	unknown
OTU_2907	p:Firmicutes
OTU_2908	p:Firmicutes
OTU_2910	"p:""Proteobacteria"""
OTU_2911	unknown
OTU_2913	"p:""Proteobacteria"""
OTU_2914	unknown
OTU_2912	p:Firmicutes
OTU_2915	p:Firmicutes
OTU_2917	"p:""Bacteroidetes"""
OTU_2916	unknown
OTU_2918	"p:""Bacteroidetes"""
OTU_2920	p:Firmicutes
OTU_2921	p:Firmicutes
OTU_2919	unknown
OTU_2924	"p:""Bacteroidetes"""
OTU_2922	unknown
OTU_2923	unknown
OTU_2925	"p:""Proteobacteria"""
OTU_2926	p:Firmicutes
OTU_2927	p:Firmicutes
OTU_2928	unknown
OTU_2929	unknown
OTU_2930	p:Firmicutes
OTU_2932	unknown
OTU_2931	p:Firmicutes
OTU_2933	"p:""Proteobacteria"""
OTU_2934	p:Firmicutes
OTU_2935	p:Firmicutes
OTU_2936	unknown
OTU_2937	"p:""Proteobacteria"""
OTU_2938	unknown
OTU_2939	p:Firmicutes
OTU_2941	p:Firmicutes
OTU_2940	p:Firmicutes
OTU_2942	p:Firmicutes
OTU_2943	"p:""Proteobacteria"""
OTU_2944	unknown
OTU_2946	p:Firmicutes
OTU_2945	"p:""Actinobacteria"""
OTU_2947	unknown
OTU_2948	"p:""Proteobacteria"""
OTU_2949	p:Firmicutes
OTU_2950	unknown
OTU_2951	unknown
OTU_2952	"p:""Proteobacteria"""
OTU_2953	unknown
OTU_2954	unknown
OTU_2955	p:Firmicutes
OTU_2956	p:Firmicutes
OTU_2957	p:Firmicutes
OTU_2960	"p:""Bacteroidetes"""
OTU_2959	unknown
OTU_2958	unknown
OTU_2961	"p:""Proteobacteria"""
OTU_2963	"p:""Proteobacteria"""
OTU_2962	"p:""Proteobacteria"""
OTU_2964	"p:""Tenericutes"""
OTU_2965	p:Firmicutes
OTU_2967	"p:""Bacteroidetes"""
OTU_2966	unknown
OTU_2969	"p:""Proteobacteria"""
OTU_2968	unknown
OTU_2970	unknown
OTU_2971	unknown
OTU_2972	unknown
OTU_2973	Other
OTU_2974	"p:""Bacteroidetes"""
OTU_2975	"p:""Proteobacteria"""
OTU_2978	"p:""Bacteroidetes"""
OTU_2976	unknown
OTU_2977	"p:""Proteobacteria"""
OTU_2981	unknown
OTU_2979	p:Firmicutes
OTU_2980	unknown
OTU_2982	Other
OTU_2984	"p:""Bacteroidetes"""
OTU_2983	unknown
OTU_2985	unknown
OTU_2987	unknown
OTU_2986	p:Firmicutes
OTU_2988	unknown
OTU_2989	p:Firmicutes
OTU_2990	p:Firmicutes
OTU_2991	p:Firmicutes
OTU_2993	p:Firmicutes
OTU_2992	unknown
OTU_2994	"p:""Bacteroidetes"""
OTU_2995	"p:""Bacteroidetes"""
OTU_2997	p:Firmicutes
OTU_2996	p:Firmicutes
OTU_2998	p:Firmicutes
OTU_3000	p:Firmicutes
OTU_3001	p:Firmicutes
OTU_2999	p:Firmicutes
OTU_3002	unknown
OTU_3003	unknown
OTU_3005	"p:""Bacteroidetes"""
OTU_3004	unknown
OTU_3006	unknown
OTU_3007	p:Firmicutes
OTU_3008	p:Firmicutes
OTU_3010	p:Firmicutes
OTU_3009	p:Firmicutes
OTU_3011	unknown
OTU_3014	"p:""Bacteroidetes"""
OTU_3012	"p:""Bacteroidetes"""
OTU_3013	"p:""Bacteroidetes"""
OTU_3015	unknown
OTU_3019	"p:""Spirochaetes"""
OTU_3018	"p:""Proteobacteria"""
OTU_3016	unknown
OTU_3017	unknown
OTU_3022	unknown
OTU_3020	p:Firmicutes
OTU_3023	"p:""Bacteroidetes"""
OTU_3021	p:Firmicutes
OTU_3027	unknown
OTU_3024	unknown
OTU_3026	unknown
OTU_3025	p:Firmicutes
OTU_3028	unknown
OTU_3029	p:Firmicutes
OTU_3031	p:Firmicutes
OTU_3030	unknown
OTU_3032	"p:""Bacteroidetes"""
OTU_3033	p:Firmicutes
OTU_3034	p:Firmicutes
OTU_3036	"p:""Proteobacteria"""
OTU_3035	unknown
OTU_3038	"p:""Bacteroidetes"""
OTU_3037	Other
OTU_3039	p:Firmicutes
OTU_3041	p:Firmicutes
OTU_3042	unknown
OTU_3040	"p:""Proteobacteria"""
OTU_3043	"p:""Bacteroidetes"""
OTU_3045	p:Firmicutes
OTU_3044	p:Firmicutes
OTU_3047	Other
OTU_3046	unknown
OTU_3049	Other
OTU_3048	p:Firmicutes
OTU_3050	p:Firmicutes
OTU_3053	Other
OTU_3054	"p:""Bacteroidetes"""
OTU_3052	p:Firmicutes
OTU_3051	p:Firmicutes
OTU_3057	"p:""Bacteroidetes"""
OTU_3055	unknown
OTU_3056	unknown
OTU_3058	unknown
OTU_3060	"p:""Bacteroidetes"""
OTU_3059	"p:""Proteobacteria"""
OTU_3061	p:Firmicutes
OTU_3063	unknown
OTU_3062	"p:""Proteobacteria"""
OTU_3064	p:Firmicutes
OTU_3066	unknown
OTU_3065	unknown
OTU_3067	unknown
OTU_3069	p:Firmicutes
OTU_3070	p:Firmicutes
OTU_3068	p:Firmicutes
OTU_3071	unknown
OTU_3074	unknown
OTU_3073	p:Firmicutes
OTU_3072	unknown
OTU_3075	"p:""Bacteroidetes"""
OTU_3076	p:Firmicutes
OTU_3077	p:Firmicutes
OTU_3078	p:Firmicutes
OTU_3079	p:Firmicutes
OTU_3080	"p:""Proteobacteria"""
OTU_3082	p:Firmicutes
OTU_3081	unknown
OTU_3085	"p:""Tenericutes"""
OTU_3084	unknown
OTU_3086	p:Firmicutes
OTU_3083	unknown
OTU_3089	"p:""Bacteroidetes"""
OTU_3087	p:Firmicutes
OTU_3088	unknown
OTU_3090	"p:""Bacteroidetes"""
OTU_3091	p:Firmicutes
OTU_3092	"p:""Proteobacteria"""
OTU_3093	unknown
OTU_3095	p:Firmicutes
OTU_3094	p:Firmicutes
OTU_3096	unknown
OTU_3097	p:Firmicutes
OTU_3098	"p:""Bacteroidetes"""
